task_id,variant,run_id,video,start,end,hoop_config,model,imgsz,confidence,rim_tracker_kind,rim_reseed_every,upward_trigger,history_frames,release_dist_px,approach_dist_px,cooldown_frames,possession_dist_px,occlusion_gap_frames,attempt_to_made_window,enter_zone_radius_factor,horizontal_pad_factor,min_downward_velocity,use_yoloe,use_pose,sam3_cache
216,plus_sam3_1,16,1v1-ddg.mp4,1347.79,1404.08,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
217,plus_sam3_1,17,1v1-ddg.mp4,1432.92,1485.98,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
218,plus_sam3_1,18,1v1-ddg.mp4,1621.66,1682.08,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
219,plus_sam3_1,19,1v1-ddg.mp4,1768.02,1829.12,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
220,plus_sam3_1,20,1v1-jason.mp4,125.49,171.99,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
221,plus_sam3_1,21,1v1-jason.mp4,181.42,242.17,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
222,plus_sam3_1,22,1v1-jason.mp4,259.53,317.26,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
223,plus_sam3_1,23,1v1-jason.mp4,341.43,392.87,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
224,plus_sam3_1,24,1v1-jason.mp4,399.03,457.18,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
225,plus_sam3_1,25,1v1-jason.mp4,470.02,529.52,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
226,plus_sam3_1,26,1v1-jason.mp4,539.57,599.46,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
227,plus_sam3_1,27,1v1-jason.mp4,696.49,761.45,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
228,plus_sam3_1,28,1v1-jason.mp4,825.33,878.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
229,plus_sam3_1,29,1v1-jason.mp4,888.98,942.88,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
230,plus_sam3_1,30,1v1-nasir.mp4,632.83,683.61,experiments/demo/hoop_configs/1v1-nasir.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
231,plus_sam3_1,31,1v1-nasir.mp4,939.13,994.69,experiments/demo/hoop_configs/1v1-nasir.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
232,plus_sam3_1,32,1v1-nasir.mp4,1041.22,1092.1,experiments/demo/hoop_configs/1v1-nasir.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
233,plus_sam3_1,33,1v1-nasir.mp4,1251.57,1299.86,experiments/demo/hoop_configs/1v1-nasir.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
234,plus_sam3_1,34,1v1-nasir.mp4,1303.36,1351.45,experiments/demo/hoop_configs/1v1-nasir.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
235,plus_sam3_1,35,1v1-nasir.mp4,1421.92,1475.07,experiments/demo/hoop_configs/1v1-nasir.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
236,plus_sam3_1,36,1v1-nasir.mp4,1625.59,1673.96,experiments/demo/hoop_configs/1v1-nasir.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
237,plus_sam3_1,37,1v1-nasir.mp4,1722.81,1778.28,experiments/demo/hoop_configs/1v1-nasir.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
238,plus_sam3_1,38,1v1-nasir.mp4,1816.87,1868.21,experiments/demo/hoop_configs/1v1-nasir.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
239,plus_sam3_1,39,1v1-nasir.mp4,2130.39,2193.01,experiments/demo/hoop_configs/1v1-nasir.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
240,plus_sam3_1,40,1v1-roy.mp4,45.33,109.9,experiments/demo/hoop_configs/1v1-roy.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
241,plus_sam3_1,41,1v1-roy.mp4,123.19,168.33,experiments/demo/hoop_configs/1v1-roy.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
242,plus_sam3_1,42,1v1-roy.mp4,168.77,218.78,experiments/demo/hoop_configs/1v1-roy.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
243,plus_sam3_1,43,1v1-roy.mp4,219.81,265.59,experiments/demo/hoop_configs/1v1-roy.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
244,plus_sam3_1,44,1v1-roy.mp4,270.11,316.57,experiments/demo/hoop_configs/1v1-roy.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
245,plus_sam3_1,45,1v1-roy.mp4,327.93,382.78,experiments/demo/hoop_configs/1v1-roy.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
246,plus_sam3_1,46,1v1-roy.mp4,425.6,471.3,experiments/demo/hoop_configs/1v1-roy.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
247,plus_sam3_1,47,1v1-roy.mp4,530.08,594.36,experiments/demo/hoop_configs/1v1-roy.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
248,plus_sam3_1,48,1v1-roy.mp4,609.65,664.37,experiments/demo/hoop_configs/1v1-roy.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
249,plus_sam3_1,49,1v1-roy.mp4,668.31,716.72,experiments/demo/hoop_configs/1v1-roy.json,yolov8l.pt,640,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,0,0,sam3.1
