run_id,video,start,end,hoop_config,model,imgsz,confidence,tracker,possession_dist_px,upward_trigger,made_window,hoop_pad
157,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,640,0.25,bytetrack.yaml,200.0,-12.0,45,14
158,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,640,0.25,bytetrack.yaml,200.0,-16.0,30,8
159,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,640,0.35,bytetrack.yaml,200.0,-8.0,60,20
160,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,640,0.35,bytetrack.yaml,200.0,-12.0,45,14
161,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,640,0.35,bytetrack.yaml,200.0,-16.0,30,8
162,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,1280,0.25,bytetrack.yaml,200.0,-8.0,60,20
163,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,1280,0.25,bytetrack.yaml,200.0,-12.0,45,14
164,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,1280,0.25,bytetrack.yaml,200.0,-16.0,30,8
165,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,1280,0.35,bytetrack.yaml,200.0,-8.0,60,20
166,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,1280,0.35,bytetrack.yaml,200.0,-12.0,45,14
167,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,1280,0.35,bytetrack.yaml,200.0,-16.0,30,8
168,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,640,0.25,bytetrack.yaml,200.0,-8.0,60,20
169,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,640,0.25,bytetrack.yaml,200.0,-12.0,45,14
170,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,640,0.25,bytetrack.yaml,200.0,-16.0,30,8
171,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,640,0.35,bytetrack.yaml,200.0,-8.0,60,20
172,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,640,0.35,bytetrack.yaml,200.0,-12.0,45,14
173,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,640,0.35,bytetrack.yaml,200.0,-16.0,30,8
174,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,1280,0.25,bytetrack.yaml,200.0,-8.0,60,20
175,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,1280,0.25,bytetrack.yaml,200.0,-12.0,45,14
176,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,1280,0.25,bytetrack.yaml,200.0,-16.0,30,8
177,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,1280,0.35,bytetrack.yaml,200.0,-8.0,60,20
178,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,1280,0.35,bytetrack.yaml,200.0,-12.0,45,14
179,1v1-ddg.mp4,929.42,990.54,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,1280,0.35,bytetrack.yaml,200.0,-16.0,30,8
180,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8m.pt,640,0.25,bytetrack.yaml,200.0,-8.0,60,20
181,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8m.pt,640,0.25,bytetrack.yaml,200.0,-12.0,45,14
182,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8m.pt,640,0.25,bytetrack.yaml,200.0,-16.0,30,8
183,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8m.pt,640,0.35,bytetrack.yaml,200.0,-8.0,60,20
184,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8m.pt,640,0.35,bytetrack.yaml,200.0,-12.0,45,14
185,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8m.pt,640,0.35,bytetrack.yaml,200.0,-16.0,30,8
186,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8m.pt,1280,0.25,bytetrack.yaml,200.0,-8.0,60,20
187,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8m.pt,1280,0.25,bytetrack.yaml,200.0,-12.0,45,14
188,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8m.pt,1280,0.25,bytetrack.yaml,200.0,-16.0,30,8
189,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8m.pt,1280,0.35,bytetrack.yaml,200.0,-8.0,60,20
190,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8m.pt,1280,0.35,bytetrack.yaml,200.0,-12.0,45,14
191,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8m.pt,1280,0.35,bytetrack.yaml,200.0,-16.0,30,8
192,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,640,0.25,bytetrack.yaml,200.0,-8.0,60,20
193,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,640,0.25,bytetrack.yaml,200.0,-12.0,45,14
194,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,640,0.25,bytetrack.yaml,200.0,-16.0,30,8
195,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,640,0.35,bytetrack.yaml,200.0,-8.0,60,20
196,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,640,0.35,bytetrack.yaml,200.0,-12.0,45,14
197,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,640,0.35,bytetrack.yaml,200.0,-16.0,30,8
198,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,1280,0.25,bytetrack.yaml,200.0,-8.0,60,20
199,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,1280,0.25,bytetrack.yaml,200.0,-12.0,45,14
200,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,1280,0.25,bytetrack.yaml,200.0,-16.0,30,8
201,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,1280,0.35,bytetrack.yaml,200.0,-8.0,60,20
202,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,1280,0.35,bytetrack.yaml,200.0,-12.0,45,14
203,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8l.pt,1280,0.35,bytetrack.yaml,200.0,-16.0,30,8
204,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,640,0.25,bytetrack.yaml,200.0,-8.0,60,20
205,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,640,0.25,bytetrack.yaml,200.0,-12.0,45,14
206,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,640,0.25,bytetrack.yaml,200.0,-16.0,30,8
207,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,640,0.35,bytetrack.yaml,200.0,-8.0,60,20
208,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,640,0.35,bytetrack.yaml,200.0,-12.0,45,14
209,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,640,0.35,bytetrack.yaml,200.0,-16.0,30,8
210,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,1280,0.25,bytetrack.yaml,200.0,-8.0,60,20
211,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,1280,0.25,bytetrack.yaml,200.0,-12.0,45,14
212,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,1280,0.25,bytetrack.yaml,200.0,-16.0,30,8
213,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,1280,0.35,bytetrack.yaml,200.0,-8.0,60,20
214,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,1280,0.35,bytetrack.yaml,200.0,-12.0,45,14
215,1v1-ddg.mp4,1385.86,1458.59,experiments/demo/hoop_configs/1v1-ddg.json,yolov8x.pt,1280,0.35,bytetrack.yaml,200.0,-16.0,30,8
216,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,640,0.25,bytetrack.yaml,200.0,-8.0,60,20
217,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,640,0.25,bytetrack.yaml,200.0,-12.0,45,14
218,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,640,0.25,bytetrack.yaml,200.0,-16.0,30,8
219,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,640,0.35,bytetrack.yaml,200.0,-8.0,60,20
220,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,640,0.35,bytetrack.yaml,200.0,-12.0,45,14
221,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,640,0.35,bytetrack.yaml,200.0,-16.0,30,8
222,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,1280,0.25,bytetrack.yaml,200.0,-8.0,60,20
223,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,1280,0.25,bytetrack.yaml,200.0,-12.0,45,14
224,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,1280,0.25,bytetrack.yaml,200.0,-16.0,30,8
225,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,1280,0.35,bytetrack.yaml,200.0,-8.0,60,20
226,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,1280,0.35,bytetrack.yaml,200.0,-12.0,45,14
227,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,1280,0.35,bytetrack.yaml,200.0,-16.0,30,8
228,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.25,bytetrack.yaml,200.0,-8.0,60,20
229,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.25,bytetrack.yaml,200.0,-12.0,45,14
230,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.25,bytetrack.yaml,200.0,-16.0,30,8
231,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.35,bytetrack.yaml,200.0,-8.0,60,20
232,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.35,bytetrack.yaml,200.0,-12.0,45,14
233,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.35,bytetrack.yaml,200.0,-16.0,30,8
234,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,1280,0.25,bytetrack.yaml,200.0,-8.0,60,20
235,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,1280,0.25,bytetrack.yaml,200.0,-12.0,45,14
236,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,1280,0.25,bytetrack.yaml,200.0,-16.0,30,8
237,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,1280,0.35,bytetrack.yaml,200.0,-8.0,60,20
238,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,1280,0.35,bytetrack.yaml,200.0,-12.0,45,14
239,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,1280,0.35,bytetrack.yaml,200.0,-16.0,30,8
240,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,640,0.25,bytetrack.yaml,200.0,-8.0,60,20
241,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,640,0.25,bytetrack.yaml,200.0,-12.0,45,14
242,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,640,0.25,bytetrack.yaml,200.0,-16.0,30,8
243,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,640,0.35,bytetrack.yaml,200.0,-8.0,60,20
244,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,640,0.35,bytetrack.yaml,200.0,-12.0,45,14
245,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,640,0.35,bytetrack.yaml,200.0,-16.0,30,8
246,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,1280,0.25,bytetrack.yaml,200.0,-8.0,60,20
247,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,1280,0.25,bytetrack.yaml,200.0,-12.0,45,14
248,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,1280,0.25,bytetrack.yaml,200.0,-16.0,30,8
249,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,1280,0.35,bytetrack.yaml,200.0,-8.0,60,20
250,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,1280,0.35,bytetrack.yaml,200.0,-12.0,45,14
251,1v1-jason.mp4,327.12,390.84,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,1280,0.35,bytetrack.yaml,200.0,-16.0,30,8
252,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,640,0.25,bytetrack.yaml,200.0,-8.0,60,20
253,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,640,0.25,bytetrack.yaml,200.0,-12.0,45,14
254,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,640,0.25,bytetrack.yaml,200.0,-16.0,30,8
255,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,640,0.35,bytetrack.yaml,200.0,-8.0,60,20
256,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,640,0.35,bytetrack.yaml,200.0,-12.0,45,14
257,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,640,0.35,bytetrack.yaml,200.0,-16.0,30,8
258,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,1280,0.25,bytetrack.yaml,200.0,-8.0,60,20
259,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,1280,0.25,bytetrack.yaml,200.0,-12.0,45,14
260,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,1280,0.25,bytetrack.yaml,200.0,-16.0,30,8
261,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,1280,0.35,bytetrack.yaml,200.0,-8.0,60,20
262,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,1280,0.35,bytetrack.yaml,200.0,-12.0,45,14
263,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,1280,0.35,bytetrack.yaml,200.0,-16.0,30,8
264,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.25,bytetrack.yaml,200.0,-8.0,60,20
265,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.25,bytetrack.yaml,200.0,-12.0,45,14
266,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.25,bytetrack.yaml,200.0,-16.0,30,8
267,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.35,bytetrack.yaml,200.0,-8.0,60,20
268,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.35,bytetrack.yaml,200.0,-12.0,45,14
269,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.35,bytetrack.yaml,200.0,-16.0,30,8
270,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,1280,0.25,bytetrack.yaml,200.0,-8.0,60,20
271,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,1280,0.25,bytetrack.yaml,200.0,-12.0,45,14
272,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,1280,0.25,bytetrack.yaml,200.0,-16.0,30,8
273,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,1280,0.35,bytetrack.yaml,200.0,-8.0,60,20
274,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,1280,0.35,bytetrack.yaml,200.0,-12.0,45,14
275,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,1280,0.35,bytetrack.yaml,200.0,-16.0,30,8
276,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,640,0.25,bytetrack.yaml,200.0,-8.0,60,20
277,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,640,0.25,bytetrack.yaml,200.0,-12.0,45,14
278,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,640,0.25,bytetrack.yaml,200.0,-16.0,30,8
279,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,640,0.35,bytetrack.yaml,200.0,-8.0,60,20
280,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,640,0.35,bytetrack.yaml,200.0,-12.0,45,14
281,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,640,0.35,bytetrack.yaml,200.0,-16.0,30,8
282,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,1280,0.25,bytetrack.yaml,200.0,-8.0,60,20
283,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,1280,0.25,bytetrack.yaml,200.0,-12.0,45,14
284,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,1280,0.25,bytetrack.yaml,200.0,-16.0,30,8
285,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,1280,0.35,bytetrack.yaml,200.0,-8.0,60,20
286,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,1280,0.35,bytetrack.yaml,200.0,-12.0,45,14
287,1v1-jason.mp4,417.05,494.36,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,1280,0.35,bytetrack.yaml,200.0,-16.0,30,8
288,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,640,0.25,bytetrack.yaml,200.0,-8.0,60,20
289,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,640,0.25,bytetrack.yaml,200.0,-12.0,45,14
290,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,640,0.25,bytetrack.yaml,200.0,-16.0,30,8
291,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,640,0.35,bytetrack.yaml,200.0,-8.0,60,20
292,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,640,0.35,bytetrack.yaml,200.0,-12.0,45,14
293,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,640,0.35,bytetrack.yaml,200.0,-16.0,30,8
294,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,1280,0.25,bytetrack.yaml,200.0,-8.0,60,20
295,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,1280,0.25,bytetrack.yaml,200.0,-12.0,45,14
296,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,1280,0.25,bytetrack.yaml,200.0,-16.0,30,8
297,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,1280,0.35,bytetrack.yaml,200.0,-8.0,60,20
298,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,1280,0.35,bytetrack.yaml,200.0,-12.0,45,14
299,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8m.pt,1280,0.35,bytetrack.yaml,200.0,-16.0,30,8
300,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.25,bytetrack.yaml,200.0,-8.0,60,20
301,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.25,bytetrack.yaml,200.0,-12.0,45,14
302,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.25,bytetrack.yaml,200.0,-16.0,30,8
303,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.35,bytetrack.yaml,200.0,-8.0,60,20
304,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.35,bytetrack.yaml,200.0,-12.0,45,14
305,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,640,0.35,bytetrack.yaml,200.0,-16.0,30,8
306,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,1280,0.25,bytetrack.yaml,200.0,-8.0,60,20
307,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,1280,0.25,bytetrack.yaml,200.0,-12.0,45,14
308,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,1280,0.25,bytetrack.yaml,200.0,-16.0,30,8
309,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,1280,0.35,bytetrack.yaml,200.0,-8.0,60,20
310,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,1280,0.35,bytetrack.yaml,200.0,-12.0,45,14
311,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8l.pt,1280,0.35,bytetrack.yaml,200.0,-16.0,30,8
312,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,640,0.25,bytetrack.yaml,200.0,-8.0,60,20
313,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,640,0.25,bytetrack.yaml,200.0,-12.0,45,14
314,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,640,0.25,bytetrack.yaml,200.0,-16.0,30,8
315,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,640,0.35,bytetrack.yaml,200.0,-8.0,60,20
316,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,640,0.35,bytetrack.yaml,200.0,-12.0,45,14
317,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,640,0.35,bytetrack.yaml,200.0,-16.0,30,8
318,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,1280,0.25,bytetrack.yaml,200.0,-8.0,60,20
319,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,1280,0.25,bytetrack.yaml,200.0,-12.0,45,14
320,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,1280,0.25,bytetrack.yaml,200.0,-16.0,30,8
321,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,1280,0.35,bytetrack.yaml,200.0,-8.0,60,20
322,1v1-jason.mp4,710.96,789.78,experiments/demo/hoop_configs/1v1-jason.json,yolov8x.pt,1280,0.35,bytetrack.yaml,200.0,-12.0,45,14
